xCoord	yCoord	Frame	BEventInfo
0.378265625	0.6368854166666666	0	Saccade
0.39167968750000004	0.33489583333333334	1	Saccade
0.41674218749999997	0.48993749999999997	1	Saccade
0.423828125	0.5096354166666667	2	Fixation
0.42793749999999997	0.5144479166666667	3	Fixation
0.43344531249999996	0.5154791666666667	4	Fixation
0.44164843749999994	0.5085625	5	Saccade
0.44851562500000003	0.49580208333333337	5	Saccade
0.448828125	0.492375	6	Fixation
0.44860156250000005	0.49040625000000004	7	Fixation
0.44617968750000003	0.4863958333333333	8	Fixation
0.44490625	0.48539583333333336	9	Fixation
0.5947890625000001	0.47825	17	Fixation
0.5951953125	0.47709375	17	Fixation
0.59578125	0.48053125	18	Fixation
0.5951562499999999	0.47433333333333333	19	Fixation
0.591984375	0.481	20	Fixation
0.589265625	0.4881041666666667	21	Fixation
0.588	0.48901041666666667	22	Fixation
0.5875859375	0.48959375	22	Fixation
0.58903125	0.49121875	23	Fixation
0.5868671875	0.48911458333333335	24	Fixation
0.5873984375	0.4903125	25	Fixation
0.58525	0.48983333333333334	26	Fixation
0.5858203125	0.4922083333333333	26	Fixation
0.58515625	0.49013541666666666	27	Fixation
0.5833359375	0.4945104166666667	28	Fixation
0.580984375	0.49233333333333335	29	Fixation
0.579453125	0.4911770833333333	30	Fixation
0.5785234375	0.49120833333333336	31	Fixation
0.5786875	0.4946979166666667	31	Fixation
0.57653125	0.49392708333333335	32	Fixation
0.5761640625	0.49222916666666666	33	Fixation
0.5749453124999999	0.492125	34	Fixation
0.5768828125	0.4930833333333334	34	Fixation
0.5775390625	0.4895729166666667	35	Fixation
0.576546875	0.4903958333333333	36	Fixation
0.5765078124999999	0.48995833333333333	37	Fixation
0.576828125	0.48846875	37	Fixation
0.5818359375	0.4892916666666667	38	Fixation
0.5826718750000001	0.48921875	39	Saccade
0.49242187499999995	0.4555520833333333	40	Saccade
0.4804375	0.44454166666666667	41	Fixation
0.48115625	0.4438958333333333	41	Fixation
0.4814375	0.44215625000000003	42	Fixation
0.48127343749999996	0.44116666666666665	43	Fixation
0.482234375	0.4422916666666667	44	Fixation
0.48317187500000003	0.44154166666666667	45	Saccade
0.5149921875000001	0.41342708333333333	45	Saccade
0.5167890625	0.40878125	46	Fixation
0.5170312499999999	0.4107083333333333	47	Fixation
0.51675	0.40898958333333335	48	Fixation
0.516390625	0.40975	49	Fixation
0.5148359375	0.40877083333333336	50	Fixation
0.5137968749999999	0.40820833333333334	50	Fixation
0.5140859375	0.40880208333333334	51	Fixation
0.51290625	0.4104791666666667	52	Fixation
0.5131640625	0.41168750000000004	53	Fixation
0.511734375	0.41300000000000003	54	Fixation
0.51171875	0.4124583333333333	54	Fixation
0.51128125	0.41369791666666667	55	Fixation
0.508703125	0.414625	56	Fixation
0.5069375	0.41575	57	Fixation
0.5051875	0.4160729166666667	57	Fixation
0.5466015625	0.4408125	58	Saccade
0.630859375	0.5625416666666666	59	Saccade
0.6292109375	0.5711354166666667	60	Fixation
0.6406171875	0.62215625	61	Fixation
0.6498125	0.6518541666666666	61	Saccade
0.669203125	0.7071458333333334	62	Saccade
0.6724140625	0.71596875	63	Saccade
0.60853125	0.48170833333333335	64	Saccade
0.6092109375	0.48239583333333336	65	Fixation
0.61090625	0.48428125000000005	65	Fixation
0.6093124999999999	0.484	66	Saccade
0.6181796875	0.6764166666666667	67	Saccade
0.6147421875	0.67196875	68	Saccade
0.639703125	0.7667395833333334	69	Saccade
0.6093984375	0.6457291666666667	69	Saccade
0.6140625	0.6568229166666666	70	Saccade
0.6194609375	0.6761354166666667	71	Saccade
0.6113046875	0.6347291666666667	72	Saccade
0.614046875	0.6359791666666667	73	Fixation
0.6210546875	0.6592395833333333	74	Fixation
0.62659375	0.66471875	74	Saccade
0.612453125	0.6047604166666667	75	Saccade
0.6289296875	0.6631145833333334	76	Fixation
0.6229609375	0.6410312499999999	77	Fixation
0.623796875	0.6392395833333333	77	Fixation
0.536609375	0.5359895833333332	78	Saccade
0.397390625	0.6320729166666667	79	Saccade
0.39714062499999997	0.6327083333333333	80	Fixation
0.3869296875	0.6768541666666666	81	Fixation
0.391140625	0.66325	81	Fixation
0.390390625	0.6620416666666666	82	Saccade
0.3775234375	0.71678125	83	Saccade
0.3841015625	0.6882291666666667	84	Saccade
0.383375	0.6899270833333334	85	Saccade
0.37422656249999997	0.7283958333333334	86	Saccade
0.3813828125	0.7022499999999999	86	Saccade
0.3906015625	0.650875	87	Saccade
0.362296875	0.7829791666666667	88	Saccade
0.3629453125	0.781375	89	Fixation
0.36526562500000004	0.7793125	90	Fixation
0.369046875	0.7693333333333333	90	Fixation
0.366734375	0.7662291666666667	91	Fixation
0.36550781250000003	0.7730208333333334	92	Fixation
0.3701171875	0.7575208333333333	93	Fixation
0.3663046875	0.7617291666666667	94	Fixation
0.3619765625	0.7764583333333334	94	Fixation
0.5097031249999999	0.7186354166666666	95	Saccade
0.6214453125	0.5273541666666667	96	Saccade
0.6265390625	0.5663333333333332	97	Fixation
0.636265625	0.5976666666666667	97	Fixation
0.6437968749999999	0.6258854166666666	98	Saccade
0.60109375	0.45476041666666667	99	Saccade
0.59965625	0.45348958333333333	100	Fixation
0.5988359375	0.45319791666666664	100	Fixation
0.6024296875	0.46570833333333334	101	Saccade
0.65684375	0.69359375	102	Saccade
0.6303203125	0.608625	103	Fixation
0.6299296875	0.60821875	104	Fixation
0.6244531249999999	0.5851458333333334	105	Fixation
0.630359375	0.6015833333333334	105	Fixation
0.6230234375	0.5745312499999999	106	Fixation
0.6266875	0.5888958333333334	107	Fixation
0.6305546875	0.6045833333333334	108	Fixation
0.6271953124999999	0.5937187500000001	109	Saccade
0.632921875	0.6205625	109	Saccade
0.630296875	0.609	110	Saccade
0.6223124999999999	0.5854270833333334	111	Saccade
0.6271093750000001	0.6056770833333334	112	Saccade
0.5698046875	0.4843541666666667	114	Saccade
0.40355468749999995	0.6017916666666667	114	Saccade
0.3942421875	0.6249270833333332	115	Fixation
0.387015625	0.6426354166666666	116	Fixation
0.382359375	0.6610416666666666	117	Saccade
0.3896015625	0.6302604166666667	117	Saccade
0.38965625	0.6267291666666667	118	Saccade
0.3820625	0.6526041666666667	119	Saccade
0.383328125	0.6436041666666666	120	Fixation
0.380140625	0.64925	120	Fixation
0.3718515625	0.676875	121	Saccade
0.43858593749999997	0.6069687500000001	122	Saccade
0.4391484375	0.6079270833333333	123	Saccade
0.4354296875	0.6326354166666667	124	Fixation
